audio_feat_id,trip_id,driver_id,window_start,window_end,window_size_seconds,hop_size_seconds,elapsed_seconds,db_level,baseline_db,db_deviation,energy_slope,turn_gap_sec,gap_ratio,zcr,spectral_centroid,spectral_flux,f0_mean,f0_std,speech_rate,is_valid
AF00516,TRIP_DRV003_01,DRV003,2024-02-06 06:47:10,2024-02-06 06:47:15,5,2,1030,48.44,51.0,-2.58,14.12,0.96,0.583,0.1697,1447.8,0.01687,158.1,12.89,5.18,True
AF00517,TRIP_DRV003_01,DRV003,2024-02-06 06:47:12,2024-02-06 06:47:17,5,2,1032,49.59,51.0,-1.43,4.21,1.048,0.574,0.2763,1289.9,0.00785,122.7,12.65,3.02,True
AF00518,TRIP_DRV003_01,DRV003,2024-02-06 06:47:14,2024-02-06 06:47:19,5,2,1034,57.66,51.0,6.64,7.98,1.328,0.182,0.2842,1381.7,0.01732,124.8,28.93,4.85,True
AF00519,TRIP_DRV003_01,DRV003,2024-02-06 06:47:16,2024-02-06 06:47:21,5,2,1036,59.83,51.0,8.81,18.45,0.646,0.304,0.4316,1750.2,0.02276,154.6,20.19,3.72,True
AF00520,TRIP_DRV003_01,DRV003,2024-02-06 06:47:18,2024-02-06 06:47:23,5,2,1038,47.71,51.0,-3.31,6.18,0.705,0.294,0.3962,1793.0,0.01209,132.1,22.82,2.85,True
AF00521,TRIP_DRV003_01,DRV003,2024-02-06 06:47:20,2024-02-06 06:47:25,5,2,1040,55.92,51.0,4.91,4.36,0.476,0.281,0.2521,1043.7,0.01421,145.3,31.68,5.32,True
AF00522,TRIP_DRV003_01,DRV003,2024-02-06 06:47:22,2024-02-06 06:47:27,5,2,1042,58.87,51.0,7.85,6.9,0.834,0.191,0.2592,972.8,0.02307,130.7,10.52,4.6,True
AF00523,TRIP_DRV003_01,DRV003,2024-02-06 06:47:24,2024-02-06 06:47:29,5,2,1044,57.47,51.0,6.45,10.66,0.977,0.434,0.2986,1474.5,0.02458,145.2,12.84,5.09,True
AF00524,TRIP_DRV003_01,DRV003,2024-02-06 06:47:26,2024-02-06 06:47:31,5,2,1046,50.65,51.0,-0.37,3.4,0.475,0.421,0.2374,1599.4,0.01095,144.3,12.82,3.0,True
AF00525,TRIP_DRV003_01,DRV003,2024-02-06 06:47:28,2024-02-06 06:47:33,5,2,1048,51.06,51.0,0.04,15.68,0.663,0.446,0.4175,1385.7,0.01805,144.9,32.31,4.28,True
AF00526,TRIP_DRV003_01,DRV003,2024-02-06 06:47:30,2024-02-06 06:47:35,5,2,1050,48.49,51.0,-2.53,13.6,0.618,0.208,0.2946,822.5,0.0235,114.2,32.25,3.09,True
AF00527,TRIP_DRV003_01,DRV003,2024-02-06 06:47:32,2024-02-06 06:47:37,5,2,1052,49.26,51.0,-1.76,15.9,0.616,0.474,0.1811,1737.6,0.0145,138.8,24.57,5.04,True
AF00528,TRIP_DRV003_01,DRV003,2024-02-06 06:47:34,2024-02-06 06:47:39,5,2,1054,55.37,51.0,4.35,15.7,1.495,0.328,0.4471,1354.4,0.00894,120.9,12.22,2.65,True
AF00529,TRIP_DRV003_01,DRV003,2024-02-06 06:47:36,2024-02-06 06:47:41,5,2,1056,53.95,51.0,2.93,19.7,0.448,0.489,0.4189,1644.2,0.02139,153.5,16.23,2.69,True
AF00530,TRIP_DRV003_01,DRV003,2024-02-06 06:47:38,2024-02-06 06:47:43,5,2,1058,54.75,51.0,3.73,17.81,0.99,0.167,0.4099,1703.9,0.00648,129.6,32.86,2.78,True
AF00531,TRIP_DRV003_01,DRV003,2024-02-06 06:47:40,2024-02-06 06:47:45,5,2,1060,47.04,51.0,-3.98,13.25,1.094,0.541,0.2693,1109.4,0.01788,134.8,28.59,2.9,True
AF00532,TRIP_DRV003_01,DRV003,2024-02-06 06:47:42,2024-02-06 06:47:47,5,2,1062,50.19,51.0,-0.83,11.44,0.849,0.165,0.2542,1361.2,0.00602,112.5,23.34,2.96,True
AF00533,TRIP_DRV003_01,DRV003,2024-02-06 06:47:44,2024-02-06 06:47:49,5,2,1064,52.42,51.0,1.41,10.46,1.037,0.503,0.3988,1522.6,0.00921,122.3,31.56,3.36,True
AF00534,TRIP_DRV003_01,DRV003,2024-02-06 06:47:46,2024-02-06 06:47:51,5,2,1066,56.86,51.0,5.84,19.22,0.708,0.338,0.2255,1735.0,0.01727,153.2,28.82,3.79,True
AF00535,TRIP_DRV003_01,DRV003,2024-02-06 06:47:48,2024-02-06 06:47:53,5,2,1068,58.84,51.0,7.83,6.36,1.485,0.524,0.263,1551.5,0.02403,114.2,15.45,3.12,True
AF00536,TRIP_DRV003_01,DRV003,2024-02-06 06:47:50,2024-02-06 06:47:55,5,2,1070,46.68,51.0,-4.34,8.64,0.608,0.432,0.1829,1760.0,0.01277,116.2,11.73,2.98,True
AF00537,TRIP_DRV003_01,DRV003,2024-02-06 06:47:52,2024-02-06 06:47:57,5,2,1072,51.2,51.0,0.18,6.14,0.755,0.211,0.1807,976.4,0.02156,113.3,14.79,2.81,True
AF00538,TRIP_DRV003_01,DRV003,2024-02-06 06:47:54,2024-02-06 06:47:59,5,2,1074,46.72,51.0,-4.3,8.72,1.409,0.46,0.2466,1599.9,0.02111,140.5,20.44,3.6,True
AF00539,TRIP_DRV003_01,DRV003,2024-02-06 06:47:56,2024-02-06 06:48:01,5,2,1076,51.95,51.0,0.93,16.37,1.422,0.53,0.3593,1221.6,0.025,150.7,12.24,3.49,True
AF00540,TRIP_DRV003_01,DRV003,2024-02-06 06:47:58,2024-02-06 06:48:03,5,2,1078,48.56,51.0,-2.46,16.19,0.691,0.43,0.1876,1333.1,0.01916,132.0,29.86,3.55,True
AF00541,TRIP_DRV003_01,DRV003,2024-02-06 06:48:00,2024-02-06 06:48:05,5,2,1080,53.17,51.0,2.15,11.2,1.15,0.57,0.437,1119.5,0.0068,113.1,34.14,3.55,True
AF00542,TRIP_DRV003_01,DRV003,2024-02-06 06:48:02,2024-02-06 06:48:07,5,2,1082,54.93,51.0,3.91,14.64,0.412,0.214,0.3205,1512.8,0.01618,118.6,10.0,4.04,True
AF00543,TRIP_DRV003_01,DRV003,2024-02-06 06:48:04,2024-02-06 06:48:09,5,2,1084,47.53,51.0,-3.49,7.03,0.896,0.515,0.2117,1382.4,0.02076,117.9,33.78,4.07,True
AF00544,TRIP_DRV003_01,DRV003,2024-02-06 06:48:06,2024-02-06 06:48:11,5,2,1086,50.28,51.0,-0.74,8.22,1.198,0.224,0.4134,1587.1,0.01168,116.2,34.15,3.74,True
AF00545,TRIP_DRV003_01,DRV003,2024-02-06 06:48:08,2024-02-06 06:48:13,5,2,1088,54.71,51.0,3.69,10.16,1.462,0.213,0.2528,1088.6,0.00646,132.1,17.75,4.5,True
AF00546,TRIP_DRV003_01,DRV003,2024-02-06 06:48:10,2024-02-06 06:48:15,5,2,1090,54.03,51.0,3.01,6.71,1.256,0.247,0.3041,1721.8,0.00935,151.6,27.91,4.54,True
AF00547,TRIP_DRV003_01,DRV003,2024-02-06 06:48:12,2024-02-06 06:48:17,5,2,1092,59.71,51.0,8.7,11.84,1.001,0.498,0.4126,1603.8,0.02353,143.5,16.71,3.81,True
AF00548,TRIP_DRV003_01,DRV003,2024-02-06 06:48:14,2024-02-06 06:48:19,5,2,1094,50.61,51.0,-0.41,18.07,1.399,0.196,0.2897,1221.2,0.00834,135.0,34.52,3.35,True
AF00549,TRIP_DRV003_01,DRV003,2024-02-06 06:48:16,2024-02-06 06:48:21,5,2,1096,51.43,51.0,0.42,11.8,0.535,0.499,0.2385,1520.8,0.01759,110.1,33.61,2.6,True
AF00550,TRIP_DRV003_01,DRV003,2024-02-06 06:48:18,2024-02-06 06:48:23,5,2,1098,46.34,51.0,-4.68,12.08,1.218,0.552,0.2207,1055.6,0.01411,139.0,16.97,3.64,True
AF00551,TRIP_DRV003_01,DRV003,2024-02-06 06:48:20,2024-02-06 06:48:25,5,2,1100,59.08,51.0,8.06,3.13,0.694,0.267,0.3227,1371.2,0.01711,157.4,20.25,3.53,True
AF00552,TRIP_DRV003_01,DRV003,2024-02-06 06:48:22,2024-02-06 06:48:27,5,2,1102,56.78,51.0,5.77,6.41,0.948,0.298,0.4494,1793.3,0.01378,114.4,19.81,4.47,True
AF00553,TRIP_DRV003_01,DRV003,2024-02-06 06:48:24,2024-02-06 06:48:29,5,2,1104,49.0,51.0,-2.02,5.47,1.449,0.404,0.1545,1188.8,0.02251,154.7,16.24,3.47,True
AF00554,TRIP_DRV003_01,DRV003,2024-02-06 06:48:26,2024-02-06 06:48:31,5,2,1106,51.54,51.0,0.53,6.25,0.937,0.504,0.4294,1114.8,0.00957,135.6,9.33,3.01,True
AF00555,TRIP_DRV003_01,DRV003,2024-02-06 06:48:28,2024-02-06 06:48:33,5,2,1108,52.68,51.0,1.66,19.33,0.782,0.264,0.3379,1506.9,0.02116,153.3,33.89,3.56,True
AF00556,TRIP_DRV003_01,DRV003,2024-02-06 06:48:30,2024-02-06 06:48:35,5,2,1110,46.69,51.0,-4.32,8.48,1.431,0.164,0.2562,1783.4,0.02345,123.7,18.99,3.77,True
AF00557,TRIP_DRV003_01,DRV003,2024-02-06 06:48:32,2024-02-06 06:48:37,5,2,1112,51.96,51.0,0.94,12.78,0.761,0.467,0.3577,1099.4,0.01185,114.3,22.57,5.0,True
AF00558,TRIP_DRV003_01,DRV003,2024-02-06 06:48:34,2024-02-06 06:48:39,5,2,1114,58.43,51.0,7.41,14.42,0.47,0.334,0.1517,1082.7,0.0072,152.8,20.99,2.84,True
AF00559,TRIP_DRV003_01,DRV003,2024-02-06 06:48:36,2024-02-06 06:48:41,5,2,1116,49.07,51.0,-1.95,16.28,0.476,0.495,0.259,1027.1,0.00744,128.8,21.82,4.3,True
AF00560,TRIP_DRV003_01,DRV003,2024-02-06 06:48:38,2024-02-06 06:48:43,5,2,1118,51.94,51.0,0.92,19.6,1.227,0.517,0.4437,976.0,0.01988,156.3,16.83,3.01,True
AF00561,TRIP_DRV003_01,DRV003,2024-02-06 06:48:40,2024-02-06 06:48:45,5,2,1120,46.21,51.0,-4.8,10.73,1.458,0.413,0.4303,1462.3,0.0067,141.8,29.4,3.78,True
AF00562,TRIP_DRV003_01,DRV003,2024-02-06 06:48:42,2024-02-06 06:48:47,5,2,1122,55.32,51.0,4.3,10.91,1.201,0.479,0.3283,1168.1,0.01353,123.9,18.76,3.66,True
AF00563,TRIP_DRV003_01,DRV003,2024-02-06 06:48:44,2024-02-06 06:48:49,5,2,1124,47.08,51.0,-3.93,10.37,0.694,0.169,0.2913,1344.6,0.0172,135.1,15.76,3.26,True
AF00564,TRIP_DRV003_01,DRV003,2024-02-06 06:48:46,2024-02-06 06:48:51,5,2,1126,55.15,51.0,4.13,6.96,1.018,0.51,0.1602,1152.8,0.01374,142.6,22.17,3.44,True
AF00565,TRIP_DRV003_01,DRV003,2024-02-06 06:48:48,2024-02-06 06:48:53,5,2,1128,59.17,51.0,8.15,6.24,0.829,0.276,0.3754,1678.5,0.01197,115.3,9.7,4.76,True
AF00566,TRIP_DRV003_01,DRV003,2024-02-06 06:48:50,2024-02-06 06:48:55,5,2,1130,53.64,51.0,2.62,3.9,0.467,0.55,0.3637,982.4,0.01201,137.9,30.03,2.57,True
AF00567,TRIP_DRV003_01,DRV003,2024-02-06 06:48:52,2024-02-06 06:48:57,5,2,1132,46.44,51.0,-4.58,16.69,1.191,0.517,0.3909,1659.3,0.02151,138.2,22.84,3.55,True
AF00568,TRIP_DRV003_01,DRV003,2024-02-06 06:48:54,2024-02-06 06:48:59,5,2,1134,54.06,51.0,3.04,3.89,0.62,0.524,0.4171,1340.7,0.01697,149.1,24.34,2.94,True
AF00569,TRIP_DRV003_01,DRV003,2024-02-06 06:48:56,2024-02-06 06:49:01,5,2,1136,56.91,51.0,5.89,7.2,0.846,0.372,0.4204,1642.7,0.00948,144.4,27.68,4.84,True
AF00570,TRIP_DRV003_01,DRV003,2024-02-06 06:48:58,2024-02-06 06:49:03,5,2,1138,48.11,51.0,-2.9,18.61,0.417,0.226,0.1732,1221.9,0.02279,138.1,33.96,3.25,True
AF00571,TRIP_DRV003_01,DRV003,2024-02-06 06:49:00,2024-02-06 06:49:05,5,2,1140,51.29,51.0,0.27,4.03,1.169,0.552,0.2297,1090.1,0.02215,118.9,21.35,5.32,True
AF00572,TRIP_DRV003_01,DRV003,2024-02-06 06:49:02,2024-02-06 06:49:07,5,2,1142,52.35,51.0,1.34,14.56,1.221,0.568,0.3053,840.2,0.02069,122.0,10.65,5.34,True
AF00573,TRIP_DRV003_01,DRV003,2024-02-06 06:49:04,2024-02-06 06:49:09,5,2,1144,57.84,51.0,6.82,16.27,1.111,0.198,0.1773,1653.9,0.01452,120.2,22.46,4.3,True
AF00574,TRIP_DRV003_01,DRV003,2024-02-06 06:49:06,2024-02-06 06:49:11,5,2,1146,59.18,51.0,8.16,11.36,1.064,0.399,0.3681,1784.2,0.02419,116.9,34.8,2.73,True
AF00575,TRIP_DRV003_01,DRV003,2024-02-06 06:49:08,2024-02-06 06:49:13,5,2,1148,49.62,51.0,-1.4,11.41,1.052,0.355,0.2945,1571.8,0.02349,145.5,25.36,2.91,True
AF00576,TRIP_DRV003_01,DRV003,2024-02-06 06:49:10,2024-02-06 06:49:15,5,2,1150,56.14,51.0,5.12,13.53,0.752,0.185,0.4433,1556.4,0.00522,119.2,14.46,4.97,True
AF00577,TRIP_DRV003_01,DRV003,2024-02-06 06:49:12,2024-02-06 06:49:17,5,2,1152,56.17,51.0,5.15,16.66,1.172,0.542,0.2679,1083.0,0.02153,122.9,25.27,3.28,True
AF00578,TRIP_DRV003_01,DRV003,2024-02-06 06:49:14,2024-02-06 06:49:19,5,2,1154,50.34,51.0,-0.67,11.21,0.726,0.413,0.2641,1442.5,0.02312,143.9,9.36,4.92,True
AF00579,TRIP_DRV003_01,DRV003,2024-02-06 06:49:16,2024-02-06 06:49:21,5,2,1156,50.91,51.0,-0.11,18.9,1.003,0.561,0.3321,1354.1,0.02071,154.7,26.84,3.5,True
AF00580,TRIP_DRV003_01,DRV003,2024-02-06 06:49:18,2024-02-06 06:49:23,5,2,1158,48.89,51.0,-2.12,11.05,1.104,0.171,0.2935,1597.4,0.02111,159.0,33.13,2.57,True
AF00581,TRIP_DRV003_01,DRV003,2024-02-06 06:49:20,2024-02-06 06:49:25,5,2,1160,59.08,51.0,8.06,4.74,1.066,0.347,0.2025,1076.1,0.01195,122.2,23.72,3.72,True
AF00582,TRIP_DRV003_01,DRV003,2024-02-06 06:49:22,2024-02-06 06:49:27,5,2,1162,59.22,51.0,8.2,4.11,0.519,0.424,0.2093,898.1,0.01355,149.2,14.95,2.65,True
AF00583,TRIP_DRV003_01,DRV003,2024-02-06 06:49:24,2024-02-06 06:49:29,5,2,1164,48.81,51.0,-2.21,14.51,0.603,0.214,0.1935,1213.7,0.01522,115.2,32.45,4.32,True
AF00584,TRIP_DRV003_01,DRV003,2024-02-06 06:49:26,2024-02-06 06:49:31,5,2,1166,50.92,51.0,-0.09,14.14,1.192,0.348,0.3098,1462.5,0.02275,149.7,33.81,2.99,True
AF00585,TRIP_DRV003_01,DRV003,2024-02-06 06:49:28,2024-02-06 06:49:33,5,2,1168,46.21,51.0,-4.81,13.51,1.193,0.153,0.4175,809.5,0.00622,156.9,15.48,3.06,True
AF00586,TRIP_DRV003_01,DRV003,2024-02-06 06:49:30,2024-02-06 06:49:35,5,2,1170,54.59,51.0,3.57,3.65,0.859,0.248,0.3961,815.5,0.02039,115.6,13.95,5.21,True
AF00587,TRIP_DRV003_01,DRV003,2024-02-06 06:49:32,2024-02-06 06:49:37,5,2,1172,46.76,51.0,-4.26,5.64,0.602,0.568,0.407,1083.0,0.01627,150.2,22.32,5.35,True
AF00588,TRIP_DRV003_01,DRV003,2024-02-06 06:49:34,2024-02-06 06:49:39,5,2,1174,49.73,51.0,-1.29,3.63,0.615,0.303,0.3155,1599.9,0.00851,147.1,11.71,5.26,True
AF00589,TRIP_DRV003_01,DRV003,2024-02-06 06:49:36,2024-02-06 06:49:41,5,2,1176,57.54,51.0,6.53,5.45,1.432,0.327,0.244,912.5,0.01951,112.6,16.93,2.84,True
AF00590,TRIP_DRV003_01,DRV003,2024-02-06 06:49:38,2024-02-06 06:49:43,5,2,1178,46.61,51.0,-4.41,6.48,1.093,0.173,0.4299,831.2,0.0203,133.4,27.72,5.29,True
AF00591,TRIP_DRV003_01,DRV003,2024-02-06 06:49:40,2024-02-06 06:49:45,5,2,1180,48.18,51.0,-2.84,10.95,0.852,0.522,0.414,1773.7,0.02118,145.8,34.52,2.65,True
AF00592,TRIP_DRV003_01,DRV003,2024-02-06 06:49:42,2024-02-06 06:49:47,5,2,1182,54.32,51.0,3.3,14.04,0.924,0.405,0.1729,1089.0,0.02084,141.7,34.98,5.39,True
AF00593,TRIP_DRV003_01,DRV003,2024-02-06 06:49:44,2024-02-06 06:49:49,5,2,1184,52.59,51.0,1.57,14.96,0.959,0.573,0.1969,1713.3,0.00891,147.5,29.64,2.82,True
AF00594,TRIP_DRV003_01,DRV003,2024-02-06 06:49:46,2024-02-06 06:49:51,5,2,1186,54.14,51.0,3.12,4.73,1.022,0.463,0.3801,1097.2,0.01336,133.9,16.52,4.44,True
AF00595,TRIP_DRV003_01,DRV003,2024-02-06 06:49:48,2024-02-06 06:49:53,5,2,1188,48.81,51.0,-2.21,3.79,0.538,0.568,0.4471,1767.3,0.01657,149.3,23.88,2.96,True
AF00596,TRIP_DRV003_01,DRV003,2024-02-06 06:49:50,2024-02-06 06:49:55,5,2,1190,48.9,51.0,-2.12,11.34,1.451,0.45,0.3451,1643.0,0.01287,139.8,23.24,5.12,True
AF00597,TRIP_DRV003_01,DRV003,2024-02-06 06:49:52,2024-02-06 06:49:57,5,2,1192,58.69,51.0,7.67,14.08,1.043,0.414,0.4253,1700.0,0.01364,126.6,14.23,3.2,True
AF00598,TRIP_DRV003_01,DRV003,2024-02-06 06:49:54,2024-02-06 06:49:59,5,2,1194,47.6,51.0,-3.41,5.96,1.308,0.208,0.1579,1393.3,0.01584,120.9,29.93,5.36,True
AF00599,TRIP_DRV003_01,DRV003,2024-02-06 06:49:56,2024-02-06 06:50:01,5,2,1196,50.64,51.0,-0.37,10.11,0.702,0.599,0.2487,1233.1,0.02371,147.9,32.53,5.47,True
AF00600,TRIP_DRV003_01,DRV003,2024-02-06 06:49:58,2024-02-06 06:50:03,5,2,1198,51.81,51.0,0.79,11.06,0.437,0.48,0.3279,1500.4,0.00976,143.0,20.99,5.0,True
AF00601,TRIP_DRV003_01,DRV003,2024-02-06 06:50:00,2024-02-06 06:50:05,5,2,1200,57.6,51.0,6.59,3.02,1.381,0.569,0.2956,1578.9,0.01286,124.9,32.2,3.69,True
AF00602,TRIP_DRV003_01,DRV003,2024-02-06 06:50:02,2024-02-06 06:50:07,5,2,1202,54.22,51.0,3.21,15.43,0.464,0.349,0.2381,1025.5,0.01932,155.9,33.99,5.09,True
AF00603,TRIP_DRV003_01,DRV003,2024-02-06 06:50:04,2024-02-06 06:50:09,5,2,1204,50.06,51.0,-0.96,3.19,0.884,0.24,0.4469,1019.7,0.02047,148.1,23.5,5.04,True
AF00604,TRIP_DRV003_01,DRV003,2024-02-06 06:50:06,2024-02-06 06:50:11,5,2,1206,48.05,51.0,-2.97,3.1,0.894,0.46,0.1539,1392.3,0.01015,150.5,13.94,4.49,True
AF00605,TRIP_DRV003_01,DRV003,2024-02-06 06:50:08,2024-02-06 06:50:13,5,2,1208,58.63,51.0,7.61,12.88,0.453,0.49,0.3022,1266.9,0.0175,110.2,19.09,2.95,True
AF00606,TRIP_DRV003_01,DRV003,2024-02-06 06:50:10,2024-02-06 06:50:15,5,2,1210,52.27,51.0,1.25,18.65,1.223,0.154,0.3195,1484.2,0.00909,118.9,33.2,5.12,True
AF00607,TRIP_DRV003_01,DRV003,2024-02-06 06:50:12,2024-02-06 06:50:17,5,2,1212,60.5,51.0,9.48,14.67,0.974,0.479,0.3254,1671.7,0.0172,156.4,28.68,3.44,True
AF00608,TRIP_DRV003_01,DRV003,2024-02-06 06:50:14,2024-02-06 06:50:19,5,2,1214,50.05,51.0,-0.97,5.51,1.239,0.511,0.3059,1117.2,0.02322,130.8,15.56,5.2,True
AF00609,TRIP_DRV003_01,DRV003,2024-02-06 06:50:16,2024-02-06 06:50:21,5,2,1216,53.01,51.0,2.0,8.24,1.38,0.273,0.3008,1247.1,0.01914,159.7,16.45,2.59,True
AF00610,TRIP_DRV003_01,DRV003,2024-02-06 06:50:18,2024-02-06 06:50:23,5,2,1218,58.39,51.0,7.37,17.21,0.552,0.22,0.4373,1325.1,0.01818,155.6,20.39,3.21,True
AF00611,TRIP_DRV003_01,DRV003,2024-02-06 06:50:20,2024-02-06 06:50:25,5,2,1220,51.06,51.0,0.04,10.79,1.195,0.234,0.3289,1147.2,0.01459,140.4,18.07,5.38,True
AF00612,TRIP_DRV003_01,DRV003,2024-02-06 06:50:22,2024-02-06 06:50:27,5,2,1222,58.33,51.0,7.32,4.71,1.028,0.389,0.3516,1056.0,0.02284,136.3,25.43,4.14,True
AF00613,TRIP_DRV003_01,DRV003,2024-02-06 06:50:24,2024-02-06 06:50:29,5,2,1224,52.59,51.0,1.58,5.98,1.258,0.173,0.1972,1191.0,0.0216,119.1,17.23,3.95,True
AF00614,TRIP_DRV003_01,DRV003,2024-02-06 06:50:26,2024-02-06 06:50:31,5,2,1226,54.48,51.0,3.46,17.47,0.779,0.542,0.1603,1153.5,0.01894,127.9,10.92,3.04,True
AF00615,TRIP_DRV003_01,DRV003,2024-02-06 06:50:28,2024-02-06 06:50:33,5,2,1228,52.27,51.0,1.25,10.02,1.336,0.361,0.247,961.7,0.0117,138.8,8.16,4.67,True
AF00616,TRIP_DRV003_01,DRV003,2024-02-06 06:50:30,2024-02-06 06:50:35,5,2,1230,55.65,51.0,4.63,16.09,0.448,0.339,0.4094,1754.0,0.00868,158.8,31.18,2.88,True
AF00617,TRIP_DRV003_01,DRV003,2024-02-06 06:50:32,2024-02-06 06:50:37,5,2,1232,60.66,51.0,9.64,6.89,0.598,0.438,0.1771,1093.0,0.0093,144.0,10.72,4.94,True
AF00618,TRIP_DRV003_01,DRV003,2024-02-06 06:50:34,2024-02-06 06:50:39,5,2,1234,56.26,51.0,5.24,8.98,0.816,0.397,0.4331,1710.4,0.01172,151.2,11.52,5.32,True
AF00619,TRIP_DRV003_01,DRV003,2024-02-06 06:50:36,2024-02-06 06:50:41,5,2,1236,57.28,51.0,6.26,9.33,0.978,0.305,0.349,1268.1,0.02443,148.3,12.97,2.59,True
AF00620,TRIP_DRV003_01,DRV003,2024-02-06 06:50:38,2024-02-06 06:50:43,5,2,1238,56.21,51.0,5.19,14.44,0.65,0.348,0.272,905.8,0.0228,138.0,19.44,2.88,True
AF00621,TRIP_DRV003_01,DRV003,2024-02-06 06:50:40,2024-02-06 06:50:45,5,2,1240,54.13,51.0,3.11,7.9,1.357,0.244,0.3499,972.0,0.02455,119.2,23.84,4.7,True
AF00622,TRIP_DRV003_01,DRV003,2024-02-06 06:50:42,2024-02-06 06:50:47,5,2,1242,53.98,51.0,2.96,19.84,0.616,0.576,0.3229,1486.6,0.01446,124.4,32.66,3.6,True
AF00623,TRIP_DRV003_01,DRV003,2024-02-06 06:50:44,2024-02-06 06:50:49,5,2,1244,58.42,51.0,7.4,7.83,0.533,0.253,0.2909,1072.3,0.01649,133.8,18.23,4.95,True
AF00624,TRIP_DRV003_01,DRV003,2024-02-06 06:50:46,2024-02-06 06:50:51,5,2,1246,50.04,51.0,-0.98,14.88,1.134,0.349,0.2685,1005.6,0.01052,142.4,9.84,4.92,True
AF00625,TRIP_DRV003_01,DRV003,2024-02-06 06:50:48,2024-02-06 06:50:53,5,2,1248,49.91,51.0,-1.11,4.95,0.581,0.193,0.209,1197.3,0.0099,133.1,20.44,3.94,True
AF00626,TRIP_DRV003_01,DRV003,2024-02-06 06:50:50,2024-02-06 06:50:55,5,2,1250,58.38,51.0,7.36,14.15,0.655,0.466,0.1949,1349.3,0.01902,134.6,11.46,4.9,True
AF00627,TRIP_DRV003_01,DRV003,2024-02-06 06:50:52,2024-02-06 06:50:57,5,2,1252,58.55,51.0,7.53,5.56,0.578,0.285,0.1918,1206.3,0.02436,140.7,12.82,3.33,True
AF00628,TRIP_DRV003_01,DRV003,2024-02-06 06:50:54,2024-02-06 06:50:59,5,2,1254,59.25,51.0,8.24,13.38,1.216,0.268,0.2817,1414.7,0.02429,126.4,11.1,4.29,True
AF00629,TRIP_DRV003_01,DRV003,2024-02-06 06:50:56,2024-02-06 06:51:01,5,2,1256,56.84,51.0,5.82,19.92,1.145,0.434,0.224,1332.0,0.02334,121.2,11.18,4.85,True
AF00630,TRIP_DRV003_01,DRV003,2024-02-06 06:50:58,2024-02-06 06:51:03,5,2,1258,49.81,51.0,-1.2,19.62,1.238,0.219,0.2293,1512.0,0.02177,156.0,14.34,5.07,True
AF00631,TRIP_DRV003_01,DRV003,2024-02-06 06:51:00,2024-02-06 06:51:05,5,2,1260,49.0,51.0,-2.01,15.56,0.888,0.464,0.4372,1282.9,0.00803,140.0,17.94,2.7,True
AF00632,TRIP_DRV003_01,DRV003,2024-02-06 06:51:02,2024-02-06 06:51:07,5,2,1262,58.11,51.0,7.09,3.55,1.044,0.565,0.3978,813.2,0.00784,146.7,16.86,3.2,True
AF00633,TRIP_DRV003_01,DRV003,2024-02-06 06:51:04,2024-02-06 06:51:09,5,2,1264,59.06,51.0,8.05,5.43,1.389,0.434,0.2461,1694.2,0.02008,156.6,23.35,5.28,True
AF00634,TRIP_DRV003_01,DRV003,2024-02-06 06:51:06,2024-02-06 06:51:11,5,2,1266,48.33,51.0,-2.69,6.91,0.558,0.339,0.203,942.8,0.01269,126.5,28.37,3.45,True
AF00635,TRIP_DRV003_01,DRV003,2024-02-06 06:51:08,2024-02-06 06:51:13,5,2,1268,46.51,51.0,-4.51,16.97,0.539,0.212,0.4407,1061.8,0.02119,113.5,19.88,3.95,True
AF00636,TRIP_DRV003_01,DRV003,2024-02-06 06:51:10,2024-02-06 06:51:15,5,2,1270,53.67,51.0,2.65,16.24,0.636,0.172,0.3356,1030.6,0.02013,134.1,33.73,3.31,True
AF00637,TRIP_DRV003_01,DRV003,2024-02-06 06:51:12,2024-02-06 06:51:17,5,2,1272,55.13,51.0,4.11,12.48,1.375,0.581,0.2731,1629.7,0.01526,138.8,17.15,4.65,True
AF00638,TRIP_DRV003_01,DRV003,2024-02-06 06:51:14,2024-02-06 06:51:19,5,2,1274,59.16,51.0,8.14,9.73,1.356,0.349,0.2593,1216.9,0.00735,152.5,14.17,3.74,True
AF00639,TRIP_DRV003_01,DRV003,2024-02-06 06:51:16,2024-02-06 06:51:21,5,2,1276,55.96,51.0,4.94,16.26,0.863,0.226,0.2611,1292.2,0.02191,152.5,31.84,4.52,True
AF00640,TRIP_DRV003_01,DRV003,2024-02-06 06:51:18,2024-02-06 06:51:23,5,2,1278,49.92,51.0,-1.1,7.86,1.179,0.256,0.3313,905.1,0.02258,154.7,10.02,4.36,True
AF00641,TRIP_DRV003_01,DRV003,2024-02-06 06:51:20,2024-02-06 06:51:25,5,2,1280,52.45,51.0,1.44,18.12,0.991,0.321,0.4261,1267.9,0.01932,117.7,23.05,4.29,True
AF00642,TRIP_DRV003_01,DRV003,2024-02-06 06:51:22,2024-02-06 06:51:27,5,2,1282,50.99,51.0,-0.03,8.99,1.467,0.212,0.3296,1264.9,0.01958,152.1,31.11,4.16,True
AF00643,TRIP_DRV003_01,DRV003,2024-02-06 06:51:24,2024-02-06 06:51:29,5,2,1284,59.99,51.0,8.97,16.96,1.254,0.296,0.4357,1010.2,0.01583,144.4,28.24,3.21,True
