audio_feat_id,trip_id,driver_id,window_start,window_end,window_size_seconds,hop_size_seconds,elapsed_seconds,db_level,baseline_db,db_deviation,energy_slope,turn_gap_sec,gap_ratio,zcr,spectral_centroid,spectral_flux,f0_mean,f0_std,speech_rate,is_valid
AF00985,TRIP_DRV003_01,DRV003,2024-02-06 07:02:48,2024-02-06 07:02:53,5,2,1968,46.54,48.8,-2.22,13.58,1.454,0.478,0.3399,994.9,0.01479,119.5,11.6,3.78,True
AF00986,TRIP_DRV003_01,DRV003,2024-02-06 07:02:50,2024-02-06 07:02:55,5,2,1970,45.69,48.8,-3.07,7.87,1.342,0.377,0.1805,1166.1,0.02233,139.8,18.8,4.39,True
AF00987,TRIP_DRV003_01,DRV003,2024-02-06 07:02:52,2024-02-06 07:02:57,5,2,1972,49.42,48.8,0.67,16.69,0.868,0.378,0.4328,933.7,0.01,141.4,19.7,4.67,True
AF00988,TRIP_DRV003_01,DRV003,2024-02-06 07:02:54,2024-02-06 07:02:59,5,2,1974,54.59,48.8,5.83,3.74,0.828,0.577,0.1627,1586.1,0.00926,136.0,14.68,2.95,True
AF00989,TRIP_DRV003_01,DRV003,2024-02-06 07:02:56,2024-02-06 07:03:01,5,2,1976,53.28,48.8,4.53,8.82,0.673,0.188,0.2551,1393.3,0.01296,139.2,28.57,5.1,True
AF00990,TRIP_DRV003_01,DRV003,2024-02-06 07:02:58,2024-02-06 07:03:03,5,2,1978,49.13,48.8,0.37,15.72,0.746,0.555,0.1699,855.0,0.02439,118.2,12.17,4.23,True
AF00991,TRIP_DRV003_01,DRV003,2024-02-06 07:03:00,2024-02-06 07:03:05,5,2,1980,47.81,48.8,-0.95,19.42,0.708,0.42,0.2339,1671.3,0.00992,142.4,29.22,5.2,True
AF00992,TRIP_DRV003_01,DRV003,2024-02-06 07:03:02,2024-02-06 07:03:07,5,2,1982,52.69,48.8,3.94,13.25,1.416,0.395,0.2888,838.6,0.01155,128.3,25.28,5.16,True
AF00993,TRIP_DRV003_01,DRV003,2024-02-06 07:03:04,2024-02-06 07:03:09,5,2,1984,47.5,48.8,-1.26,4.09,0.55,0.554,0.2527,1439.3,0.00666,152.6,22.03,5.47,True
AF00994,TRIP_DRV003_01,DRV003,2024-02-06 07:03:06,2024-02-06 07:03:11,5,2,1986,51.77,48.8,3.02,15.47,1.236,0.305,0.2923,1194.6,0.0087,135.2,29.53,5.41,True
AF00995,TRIP_DRV003_01,DRV003,2024-02-06 07:03:08,2024-02-06 07:03:13,5,2,1988,54.11,48.8,5.36,7.22,0.986,0.503,0.1837,1534.1,0.00956,114.3,33.88,4.95,True
AF00996,TRIP_DRV003_01,DRV003,2024-02-06 07:03:10,2024-02-06 07:03:15,5,2,1990,56.14,48.8,7.38,11.68,1.312,0.587,0.2578,954.9,0.01201,135.0,28.39,4.89,True
AF00997,TRIP_DRV003_01,DRV003,2024-02-06 07:03:12,2024-02-06 07:03:17,5,2,1992,55.44,48.8,6.68,3.87,1.482,0.439,0.1667,847.5,0.02018,139.1,19.81,4.31,True
AF00998,TRIP_DRV003_01,DRV003,2024-02-06 07:03:14,2024-02-06 07:03:19,5,2,1994,49.03,48.8,0.28,15.26,0.489,0.476,0.3874,951.9,0.01033,115.2,27.9,5.4,True
AF00999,TRIP_DRV003_01,DRV003,2024-02-06 07:03:16,2024-02-06 07:03:21,5,2,1996,58.21,48.8,9.46,12.76,0.936,0.43,0.2948,1722.0,0.01782,131.5,34.09,5.37,True
AF01000,TRIP_DRV003_01,DRV003,2024-02-06 07:03:18,2024-02-06 07:03:23,5,2,1998,52.17,48.8,3.41,6.54,1.289,0.442,0.3583,816.3,0.01811,158.5,25.26,3.02,True
AF01001,TRIP_DRV003_01,DRV003,2024-02-06 07:03:20,2024-02-06 07:03:25,5,2,2000,44.52,48.8,-4.24,12.68,1.26,0.203,0.1914,1505.7,0.01272,124.9,19.07,4.77,True
AF01002,TRIP_DRV003_01,DRV003,2024-02-06 07:03:22,2024-02-06 07:03:27,5,2,2002,54.23,48.8,5.48,5.45,1.312,0.229,0.4495,1798.3,0.02099,139.8,18.83,3.47,True
AF01003,TRIP_DRV003_01,DRV003,2024-02-06 07:03:24,2024-02-06 07:03:29,5,2,2004,55.18,48.8,6.42,9.1,0.424,0.489,0.163,1249.0,0.01801,117.0,14.19,4.88,True
AF01004,TRIP_DRV003_01,DRV003,2024-02-06 07:03:26,2024-02-06 07:03:31,5,2,2006,45.23,48.8,-3.53,12.22,1.176,0.335,0.2369,1425.5,0.01798,114.0,32.94,3.11,True
AF01005,TRIP_DRV003_01,DRV003,2024-02-06 07:03:28,2024-02-06 07:03:33,5,2,2008,50.55,48.8,1.8,12.76,1.19,0.326,0.354,976.2,0.01074,115.7,26.6,3.68,True
AF01006,TRIP_DRV003_01,DRV003,2024-02-06 07:03:30,2024-02-06 07:03:35,5,2,2010,58.04,48.8,9.29,8.11,0.803,0.198,0.218,1598.0,0.01665,131.1,33.12,5.45,True
AF01007,TRIP_DRV003_01,DRV003,2024-02-06 07:03:32,2024-02-06 07:03:37,5,2,2012,56.15,48.8,7.4,4.18,0.594,0.548,0.1689,827.4,0.01138,148.1,18.45,4.75,True
AF01008,TRIP_DRV003_01,DRV003,2024-02-06 07:03:34,2024-02-06 07:03:39,5,2,2014,53.22,48.8,4.46,10.96,0.797,0.341,0.3166,1206.7,0.01794,119.0,31.68,4.5,True
AF01009,TRIP_DRV003_01,DRV003,2024-02-06 07:03:36,2024-02-06 07:03:41,5,2,2016,54.01,48.8,5.26,6.1,1.339,0.378,0.196,908.7,0.02113,114.7,19.44,2.66,True
AF01010,TRIP_DRV003_01,DRV003,2024-02-06 07:03:38,2024-02-06 07:03:43,5,2,2018,53.2,48.8,4.45,9.42,1.259,0.275,0.3269,1517.2,0.00754,131.2,34.82,3.73,True
AF01011,TRIP_DRV003_01,DRV003,2024-02-06 07:03:40,2024-02-06 07:03:45,5,2,2020,49.46,48.8,0.71,8.46,0.706,0.421,0.4079,1237.4,0.00944,124.0,8.9,5.01,True
AF01012,TRIP_DRV003_01,DRV003,2024-02-06 07:03:42,2024-02-06 07:03:47,5,2,2022,56.6,48.8,7.85,6.05,1.342,0.377,0.1731,992.3,0.0121,125.2,10.65,3.25,True
AF01013,TRIP_DRV003_01,DRV003,2024-02-06 07:03:44,2024-02-06 07:03:49,5,2,2024,45.77,48.8,-2.98,4.55,1.203,0.445,0.2606,919.4,0.01618,147.2,30.21,4.59,True
AF01014,TRIP_DRV003_01,DRV003,2024-02-06 07:03:46,2024-02-06 07:03:51,5,2,2026,48.22,48.8,-0.53,10.3,1.103,0.245,0.3611,1306.1,0.01599,144.2,25.78,4.5,True
AF01015,TRIP_DRV003_01,DRV003,2024-02-06 07:03:48,2024-02-06 07:03:53,5,2,2028,58.23,48.8,9.48,7.51,0.515,0.383,0.4218,1210.4,0.00937,136.7,24.32,3.26,True
AF01016,TRIP_DRV003_01,DRV003,2024-02-06 07:03:50,2024-02-06 07:03:55,5,2,2030,57.86,48.8,9.11,8.1,0.58,0.544,0.3666,963.8,0.0051,122.5,11.65,5.04,True
AF01017,TRIP_DRV003_01,DRV003,2024-02-06 07:03:52,2024-02-06 07:03:57,5,2,2032,58.16,48.8,9.41,8.39,0.844,0.351,0.2773,1064.9,0.01786,154.0,19.28,2.83,True
AF01018,TRIP_DRV003_01,DRV003,2024-02-06 07:03:54,2024-02-06 07:03:59,5,2,2034,46.24,48.8,-2.51,4.83,0.636,0.538,0.3952,1620.1,0.01794,142.7,9.73,4.17,True
AF01019,TRIP_DRV003_01,DRV003,2024-02-06 07:03:56,2024-02-06 07:04:01,5,2,2036,56.91,48.8,8.16,16.05,1.469,0.247,0.3501,1683.0,0.0155,159.9,22.29,4.34,True
AF01020,TRIP_DRV003_01,DRV003,2024-02-06 07:03:58,2024-02-06 07:04:03,5,2,2038,45.32,48.8,-3.43,6.08,1.363,0.166,0.1783,1534.2,0.01596,150.3,8.74,4.22,True
AF01021,TRIP_DRV003_01,DRV003,2024-02-06 07:04:00,2024-02-06 07:04:05,5,2,2040,49.58,48.8,0.83,10.22,0.517,0.344,0.3604,1213.4,0.01071,149.4,32.69,3.41,True
AF01022,TRIP_DRV003_01,DRV003,2024-02-06 07:04:02,2024-02-06 07:04:07,5,2,2042,52.94,48.8,4.18,4.92,1.464,0.326,0.2676,1262.6,0.01778,139.1,18.5,4.45,True
AF01023,TRIP_DRV003_01,DRV003,2024-02-06 07:04:04,2024-02-06 07:04:09,5,2,2044,57.6,48.8,8.85,15.33,0.598,0.478,0.1939,1247.7,0.00842,131.5,9.67,5.14,True
AF01024,TRIP_DRV003_01,DRV003,2024-02-06 07:04:06,2024-02-06 07:04:11,5,2,2046,55.61,48.8,6.86,13.29,0.431,0.447,0.3244,860.5,0.01781,132.7,16.21,4.01,True
AF01025,TRIP_DRV003_01,DRV003,2024-02-06 07:04:08,2024-02-06 07:04:13,5,2,2048,52.97,48.8,4.21,5.05,1.004,0.548,0.442,1216.2,0.01202,119.4,31.88,3.56,True
AF01026,TRIP_DRV003_01,DRV003,2024-02-06 07:04:10,2024-02-06 07:04:15,5,2,2050,56.68,48.8,7.93,9.53,0.456,0.216,0.4049,1723.5,0.01198,116.8,8.27,5.24,True
AF01027,TRIP_DRV003_01,DRV003,2024-02-06 07:04:12,2024-02-06 07:04:17,5,2,2052,50.25,48.8,1.49,10.36,0.809,0.156,0.4207,840.5,0.0076,144.0,23.8,2.72,True
AF01028,TRIP_DRV003_01,DRV003,2024-02-06 07:04:14,2024-02-06 07:04:19,5,2,2054,56.06,48.8,7.3,6.85,1.438,0.456,0.3111,1163.5,0.02329,125.6,23.05,2.64,True
AF01029,TRIP_DRV003_01,DRV003,2024-02-06 07:04:16,2024-02-06 07:04:21,5,2,2056,51.04,48.8,2.29,15.05,0.545,0.304,0.4145,1425.9,0.01663,156.8,31.25,4.93,True
AF01030,TRIP_DRV003_01,DRV003,2024-02-06 07:04:18,2024-02-06 07:04:23,5,2,2058,49.77,48.8,1.02,11.09,0.551,0.347,0.3687,1593.1,0.00675,133.2,29.51,5.35,True
AF01031,TRIP_DRV003_01,DRV003,2024-02-06 07:04:20,2024-02-06 07:04:25,5,2,2060,48.15,48.8,-0.61,9.03,0.828,0.372,0.276,885.9,0.01969,130.6,11.44,5.28,True
AF01032,TRIP_DRV003_01,DRV003,2024-02-06 07:04:22,2024-02-06 07:04:27,5,2,2062,53.63,48.8,4.88,17.9,1.209,0.514,0.3636,1782.8,0.01172,118.4,20.04,3.63,True
AF01033,TRIP_DRV003_01,DRV003,2024-02-06 07:04:24,2024-02-06 07:04:29,5,2,2064,58.48,48.8,9.73,19.79,0.913,0.372,0.3432,1657.2,0.01945,129.0,15.65,4.91,True
AF01034,TRIP_DRV003_01,DRV003,2024-02-06 07:04:26,2024-02-06 07:04:31,5,2,2066,53.08,48.8,4.33,13.82,0.542,0.549,0.2801,1400.4,0.02108,157.2,32.5,5.15,True
AF01035,TRIP_DRV003_01,DRV003,2024-02-06 07:04:28,2024-02-06 07:04:33,5,2,2068,52.32,48.8,3.56,10.5,1.155,0.595,0.1848,1034.3,0.0168,121.3,10.21,2.67,True
AF01036,TRIP_DRV003_01,DRV003,2024-02-06 07:04:30,2024-02-06 07:04:35,5,2,2070,56.12,48.8,7.37,19.59,0.936,0.51,0.2871,1306.3,0.0238,113.1,13.32,4.81,True
AF01037,TRIP_DRV003_01,DRV003,2024-02-06 07:04:32,2024-02-06 07:04:37,5,2,2072,51.17,48.8,2.42,7.49,0.672,0.347,0.245,1328.0,0.02333,142.4,15.11,2.7,True
AF01038,TRIP_DRV003_01,DRV003,2024-02-06 07:04:34,2024-02-06 07:04:39,5,2,2074,54.24,48.8,5.48,3.07,1.414,0.456,0.3282,1088.5,0.01945,116.1,34.11,4.19,True
AF01039,TRIP_DRV003_01,DRV003,2024-02-06 07:04:36,2024-02-06 07:04:41,5,2,2076,56.17,48.8,7.42,9.75,1.184,0.352,0.1882,1087.3,0.02399,132.8,25.57,3.68,True
AF01040,TRIP_DRV003_01,DRV003,2024-02-06 07:04:38,2024-02-06 07:04:43,5,2,2078,44.48,48.8,-4.28,8.72,1.113,0.556,0.2162,1119.6,0.01832,125.1,15.13,3.15,True
AF01041,TRIP_DRV003_01,DRV003,2024-02-06 07:04:40,2024-02-06 07:04:45,5,2,2080,57.06,48.8,8.3,17.72,1.447,0.487,0.3022,1370.6,0.01254,114.1,18.3,3.19,True
AF01042,TRIP_DRV003_01,DRV003,2024-02-06 07:04:42,2024-02-06 07:04:47,5,2,2082,52.82,48.8,4.07,8.32,1.308,0.489,0.261,1407.5,0.00683,129.9,14.25,5.19,True
AF01043,TRIP_DRV003_01,DRV003,2024-02-06 07:04:44,2024-02-06 07:04:49,5,2,2084,50.6,48.8,1.85,7.88,0.881,0.329,0.2857,956.8,0.01476,118.6,23.66,3.07,True
AF01044,TRIP_DRV003_01,DRV003,2024-02-06 07:04:46,2024-02-06 07:04:51,5,2,2086,53.31,48.8,4.55,15.73,0.834,0.362,0.2308,1794.1,0.0213,133.9,34.31,4.79,True
AF01045,TRIP_DRV003_01,DRV003,2024-02-06 07:04:48,2024-02-06 07:04:53,5,2,2088,46.73,48.8,-2.02,10.0,0.584,0.405,0.2674,1775.6,0.01111,159.5,16.34,3.56,True
AF01046,TRIP_DRV003_01,DRV003,2024-02-06 07:04:50,2024-02-06 07:04:55,5,2,2090,47.86,48.8,-0.9,5.0,0.407,0.563,0.3454,1500.4,0.01754,149.5,20.98,4.83,True
AF01047,TRIP_DRV003_01,DRV003,2024-02-06 07:04:52,2024-02-06 07:04:57,5,2,2092,50.41,48.8,1.66,10.4,0.547,0.246,0.3599,1309.1,0.02139,129.4,15.55,5.37,True
AF01048,TRIP_DRV003_01,DRV003,2024-02-06 07:04:54,2024-02-06 07:04:59,5,2,2094,57.9,48.8,9.15,11.02,0.682,0.204,0.1737,848.5,0.00915,115.3,21.98,4.01,True
AF01049,TRIP_DRV003_01,DRV003,2024-02-06 07:04:56,2024-02-06 07:05:01,5,2,2096,72.43,48.8,23.68,66.08,0.102,0.912,0.8077,3399.4,0.06452,259.7,55.31,10.0,True
AF01050,TRIP_DRV003_01,DRV003,2024-02-06 07:04:58,2024-02-06 07:05:03,5,2,2098,69.37,48.8,20.62,74.22,0.182,0.896,0.8816,3407.1,0.0697,241.4,66.54,9.82,True
AF01051,TRIP_DRV003_01,DRV003,2024-02-06 07:05:00,2024-02-06 07:05:05,5,2,2100,66.84,48.8,18.09,76.32,0.158,0.923,0.7676,2929.3,0.08623,227.4,70.86,8.84,True
AF01052,TRIP_DRV003_01,DRV003,2024-02-06 07:05:02,2024-02-06 07:05:07,5,2,2102,70.61,48.8,21.85,57.4,0.161,0.932,0.8638,2665.5,0.08836,208.7,74.25,11.54,True
AF01053,TRIP_DRV003_01,DRV003,2024-02-06 07:05:04,2024-02-06 07:05:09,5,2,2104,70.78,48.8,22.02,73.63,0.162,0.9,0.7822,3303.3,0.08765,241.7,56.19,7.51,True
AF01054,TRIP_DRV003_01,DRV003,2024-02-06 07:05:06,2024-02-06 07:05:11,5,2,2106,68.59,48.8,19.84,78.2,0.129,0.919,0.7341,3176.2,0.08156,197.5,57.77,10.68,True
AF01055,TRIP_DRV003_01,DRV003,2024-02-06 07:05:08,2024-02-06 07:05:13,5,2,2108,69.72,48.8,20.97,58.61,0.124,0.886,0.727,2644.9,0.08472,239.7,77.2,11.22,True
AF01056,TRIP_DRV003_01,DRV003,2024-02-06 07:05:10,2024-02-06 07:05:15,5,2,2110,76.0,48.8,27.25,71.3,0.222,0.939,0.7071,3438.3,0.07537,236.9,76.9,7.06,True
AF01057,TRIP_DRV003_01,DRV003,2024-02-06 07:05:12,2024-02-06 07:05:17,5,2,2112,68.08,48.8,19.33,79.17,0.186,0.916,0.7871,2647.2,0.06542,235.4,72.03,11.17,True
AF01058,TRIP_DRV003_01,DRV003,2024-02-06 07:05:14,2024-02-06 07:05:19,5,2,2114,73.09,48.8,24.33,74.27,0.221,0.951,0.8758,2680.2,0.0928,222.9,76.96,10.91,True
AF01059,TRIP_DRV003_01,DRV003,2024-02-06 07:05:16,2024-02-06 07:05:21,5,2,2116,73.03,48.8,24.27,55.36,0.215,0.96,0.8813,2943.9,0.09927,233.2,60.67,11.4,True
AF01060,TRIP_DRV003_01,DRV003,2024-02-06 07:05:18,2024-02-06 07:05:23,5,2,2118,71.84,48.8,23.08,56.39,0.185,0.966,0.7129,2899.5,0.06184,236.1,79.07,9.97,True
AF01061,TRIP_DRV003_01,DRV003,2024-02-06 07:05:20,2024-02-06 07:05:25,5,2,2120,70.08,48.8,21.33,75.57,0.222,0.927,0.8442,3043.4,0.07044,197.9,68.56,7.09,True
AF01062,TRIP_DRV003_01,DRV003,2024-02-06 07:05:22,2024-02-06 07:05:27,5,2,2122,66.78,48.8,18.02,64.13,0.236,0.959,0.8577,2832.1,0.09543,210.5,60.81,9.81,True
AF01063,TRIP_DRV003_01,DRV003,2024-02-06 07:05:24,2024-02-06 07:05:29,5,2,2124,68.03,48.8,19.27,61.44,0.185,0.905,0.7602,2620.7,0.09965,211.8,65.84,11.48,True
AF01064,TRIP_DRV003_01,DRV003,2024-02-06 07:05:26,2024-02-06 07:05:31,5,2,2126,68.47,48.8,19.72,75.54,0.113,0.936,0.8029,2904.2,0.06335,197.8,72.67,11.81,True
AF01065,TRIP_DRV003_01,DRV003,2024-02-06 07:05:28,2024-02-06 07:05:33,5,2,2128,66.78,48.8,18.03,78.5,0.107,0.914,0.7101,3110.9,0.0774,230.2,64.89,11.98,True
AF01066,TRIP_DRV003_01,DRV003,2024-02-06 07:05:30,2024-02-06 07:05:35,5,2,2130,76.06,48.8,27.3,64.89,0.17,0.897,0.8692,3336.4,0.09037,209.1,77.22,10.93,True
AF01067,TRIP_DRV003_01,DRV003,2024-02-06 07:05:32,2024-02-06 07:05:37,5,2,2132,72.93,48.8,24.17,60.83,0.246,0.928,0.7222,3330.4,0.09632,204.9,70.37,11.22,True
AF01068,TRIP_DRV003_01,DRV003,2024-02-06 07:05:34,2024-02-06 07:05:39,5,2,2134,71.07,48.8,22.32,79.2,0.235,0.96,0.8736,3425.1,0.07548,264.3,79.01,11.94,True
AF01069,TRIP_DRV003_01,DRV003,2024-02-06 07:05:36,2024-02-06 07:05:41,5,2,2136,58.54,48.8,9.78,7.64,1.428,0.436,0.4248,1037.5,0.00826,141.8,32.92,3.16,True
AF01070,TRIP_DRV003_01,DRV003,2024-02-06 07:05:38,2024-02-06 07:05:43,5,2,2138,50.03,48.8,1.28,11.24,0.428,0.559,0.3021,872.1,0.01306,119.3,13.9,3.72,True
AF01071,TRIP_DRV003_01,DRV003,2024-02-06 07:05:40,2024-02-06 07:05:45,5,2,2140,53.68,48.8,4.93,16.49,0.801,0.396,0.3665,1619.9,0.01688,144.2,18.08,4.86,True
AF01072,TRIP_DRV003_01,DRV003,2024-02-06 07:05:42,2024-02-06 07:05:47,5,2,2142,46.69,48.8,-2.06,15.28,1.253,0.454,0.328,1133.8,0.02049,118.5,14.79,4.2,True
AF01073,TRIP_DRV003_01,DRV003,2024-02-06 07:05:44,2024-02-06 07:05:49,5,2,2144,43.81,48.8,-4.95,19.3,0.913,0.45,0.2219,802.4,0.0188,123.7,23.5,2.53,True
AF01074,TRIP_DRV003_01,DRV003,2024-02-06 07:05:46,2024-02-06 07:05:51,5,2,2146,46.26,48.8,-2.5,17.88,1.305,0.242,0.2027,1610.9,0.00995,138.1,19.91,2.8,True
AF01075,TRIP_DRV003_01,DRV003,2024-02-06 07:05:48,2024-02-06 07:05:53,5,2,2148,45.57,48.8,-3.18,3.19,1.088,0.576,0.4316,1300.1,0.01515,140.2,23.96,5.48,True
AF01076,TRIP_DRV003_01,DRV003,2024-02-06 07:05:50,2024-02-06 07:05:55,5,2,2150,54.07,48.8,5.31,17.68,1.469,0.421,0.1616,1174.8,0.01965,116.1,32.8,4.99,True
AF01077,TRIP_DRV003_01,DRV003,2024-02-06 07:05:52,2024-02-06 07:05:57,5,2,2152,52.35,48.8,3.6,7.48,0.893,0.556,0.4227,1567.5,0.02363,155.6,34.02,5.26,True
AF01078,TRIP_DRV003_01,DRV003,2024-02-06 07:05:54,2024-02-06 07:05:59,5,2,2154,44.94,48.8,-3.82,5.37,0.684,0.405,0.4097,1371.9,0.01723,121.8,14.4,3.65,True
AF01079,TRIP_DRV003_01,DRV003,2024-02-06 07:05:56,2024-02-06 07:06:01,5,2,2156,55.35,48.8,6.59,8.24,0.924,0.431,0.1995,1658.6,0.0218,145.3,16.88,3.72,True
AF01080,TRIP_DRV003_01,DRV003,2024-02-06 07:05:58,2024-02-06 07:06:03,5,2,2158,45.3,48.8,-3.46,17.22,1.339,0.392,0.215,1387.6,0.00761,158.4,25.94,4.62,True
AF01081,TRIP_DRV003_01,DRV003,2024-02-06 07:06:00,2024-02-06 07:06:05,5,2,2160,56.51,48.8,7.76,13.24,0.917,0.25,0.3499,1527.5,0.01936,131.7,26.95,4.76,True
AF01082,TRIP_DRV003_01,DRV003,2024-02-06 07:06:02,2024-02-06 07:06:07,5,2,2162,55.27,48.8,6.52,15.78,0.529,0.441,0.268,1355.9,0.02271,136.7,19.81,3.4,True
AF01083,TRIP_DRV003_01,DRV003,2024-02-06 07:06:04,2024-02-06 07:06:09,5,2,2164,45.38,48.8,-3.37,17.72,1.034,0.527,0.3666,869.6,0.02419,153.1,12.63,2.75,True
AF01084,TRIP_DRV003_01,DRV003,2024-02-06 07:06:06,2024-02-06 07:06:11,5,2,2166,49.85,48.8,1.1,16.63,0.954,0.459,0.4074,1645.4,0.01043,154.2,18.55,3.02,True
AF01085,TRIP_DRV003_01,DRV003,2024-02-06 07:06:08,2024-02-06 07:06:13,5,2,2168,53.36,48.8,4.61,11.57,1.095,0.55,0.2728,1019.3,0.00775,156.3,31.1,3.85,True
AF01086,TRIP_DRV003_01,DRV003,2024-02-06 07:06:10,2024-02-06 07:06:15,5,2,2170,53.04,48.8,4.28,6.37,1.431,0.3,0.3074,1575.6,0.01045,113.7,34.36,5.34,True
AF01087,TRIP_DRV003_01,DRV003,2024-02-06 07:06:12,2024-02-06 07:06:17,5,2,2172,50.85,48.8,2.1,6.27,1.438,0.25,0.2382,1473.6,0.01279,146.5,32.61,2.58,True
AF01088,TRIP_DRV003_01,DRV003,2024-02-06 07:06:14,2024-02-06 07:06:19,5,2,2174,44.33,48.8,-4.42,17.4,1.375,0.417,0.3199,1456.4,0.02433,159.4,17.24,4.3,True
AF01089,TRIP_DRV003_01,DRV003,2024-02-06 07:06:16,2024-02-06 07:06:21,5,2,2176,52.32,48.8,3.56,12.55,0.575,0.315,0.2391,1110.6,0.00631,118.7,34.75,3.85,True
AF01090,TRIP_DRV003_01,DRV003,2024-02-06 07:06:18,2024-02-06 07:06:23,5,2,2178,44.56,48.8,-4.19,4.62,0.537,0.453,0.2072,1198.9,0.01689,111.6,30.08,5.38,True
AF01091,TRIP_DRV003_01,DRV003,2024-02-06 07:06:20,2024-02-06 07:06:25,5,2,2180,53.13,48.8,4.38,11.49,0.466,0.427,0.3806,918.3,0.02144,150.0,15.7,4.44,True
AF01092,TRIP_DRV003_01,DRV003,2024-02-06 07:06:22,2024-02-06 07:06:27,5,2,2182,49.5,48.8,0.74,13.85,0.968,0.545,0.2211,1180.5,0.00541,130.8,14.87,4.79,True
AF01093,TRIP_DRV003_01,DRV003,2024-02-06 07:06:24,2024-02-06 07:06:29,5,2,2184,52.44,48.8,3.69,14.52,1.24,0.264,0.1636,1615.9,0.0074,118.1,14.8,4.31,True
AF01094,TRIP_DRV003_01,DRV003,2024-02-06 07:06:26,2024-02-06 07:06:31,5,2,2186,57.32,48.8,8.57,14.55,0.703,0.388,0.2171,1238.2,0.01623,113.0,23.63,4.03,True
AF01095,TRIP_DRV003_01,DRV003,2024-02-06 07:06:28,2024-02-06 07:06:33,5,2,2188,45.3,48.8,-3.45,17.92,1.007,0.411,0.4311,1344.6,0.00777,118.9,19.43,2.61,True
AF01096,TRIP_DRV003_01,DRV003,2024-02-06 07:06:30,2024-02-06 07:06:35,5,2,2190,52.0,48.8,3.25,11.75,1.075,0.312,0.3539,963.8,0.02073,117.7,15.32,4.34,True
AF01097,TRIP_DRV003_01,DRV003,2024-02-06 07:06:32,2024-02-06 07:06:37,5,2,2192,49.93,48.8,1.17,8.07,0.532,0.209,0.1667,1290.6,0.00831,146.4,9.25,2.82,True
AF01098,TRIP_DRV003_01,DRV003,2024-02-06 07:06:34,2024-02-06 07:06:39,5,2,2194,43.98,48.8,-4.77,14.74,0.678,0.344,0.3552,1175.9,0.00679,118.1,27.0,4.03,True
AF01099,TRIP_DRV003_01,DRV003,2024-02-06 07:06:36,2024-02-06 07:06:41,5,2,2196,51.25,48.8,2.5,5.17,1.096,0.176,0.4062,909.8,0.02493,152.1,24.12,4.89,True
AF01100,TRIP_DRV003_01,DRV003,2024-02-06 07:06:38,2024-02-06 07:06:43,5,2,2198,56.69,48.8,7.93,9.06,0.937,0.286,0.4391,1786.2,0.01701,134.0,21.41,5.38,True
AF01101,TRIP_DRV003_01,DRV003,2024-02-06 07:06:40,2024-02-06 07:06:45,5,2,2200,56.78,48.8,8.02,7.37,0.921,0.253,0.3711,1255.8,0.0232,141.2,32.76,3.68,True
AF01102,TRIP_DRV003_01,DRV003,2024-02-06 07:06:42,2024-02-06 07:06:47,5,2,2202,49.99,48.8,1.23,14.1,1.297,0.169,0.3797,1228.1,0.01104,110.9,14.94,4.45,True
AF01103,TRIP_DRV003_01,DRV003,2024-02-06 07:06:44,2024-02-06 07:06:49,5,2,2204,50.09,48.8,1.34,9.04,0.631,0.554,0.4402,1215.5,0.01514,139.1,13.08,5.13,True
AF01104,TRIP_DRV003_01,DRV003,2024-02-06 07:06:46,2024-02-06 07:06:51,5,2,2206,44.88,48.8,-3.87,18.02,1.134,0.349,0.2673,1388.7,0.01831,147.6,24.09,5.28,True
AF01105,TRIP_DRV003_01,DRV003,2024-02-06 07:06:48,2024-02-06 07:06:53,5,2,2208,55.86,48.8,7.11,12.64,0.814,0.198,0.4423,1732.0,0.01843,134.8,14.33,4.76,True
AF01106,TRIP_DRV003_01,DRV003,2024-02-06 07:06:50,2024-02-06 07:06:55,5,2,2210,58.59,48.8,9.84,16.51,0.449,0.313,0.391,1620.3,0.01416,154.7,8.58,5.44,True
AF01107,TRIP_DRV003_01,DRV003,2024-02-06 07:06:52,2024-02-06 07:06:57,5,2,2212,57.03,48.8,8.28,7.57,1.193,0.156,0.1504,902.4,0.00708,150.2,8.93,2.7,True
AF01108,TRIP_DRV003_01,DRV003,2024-02-06 07:06:54,2024-02-06 07:06:59,5,2,2214,53.55,48.8,4.8,6.43,1.137,0.202,0.258,1019.0,0.01246,133.5,17.26,3.55,True
AF01109,TRIP_DRV003_01,DRV003,2024-02-06 07:06:56,2024-02-06 07:07:01,5,2,2216,46.74,48.8,-2.02,18.4,0.515,0.565,0.1757,1132.2,0.01634,119.4,20.48,2.68,True
AF01110,TRIP_DRV003_01,DRV003,2024-02-06 07:06:58,2024-02-06 07:07:03,5,2,2218,47.54,48.8,-1.21,13.8,0.594,0.335,0.4033,1672.4,0.01956,141.3,11.99,4.49,True
AF01111,TRIP_DRV003_01,DRV003,2024-02-06 07:07:00,2024-02-06 07:07:05,5,2,2220,48.17,48.8,-0.58,7.14,0.55,0.465,0.3603,1295.5,0.02468,126.6,22.77,3.46,True
AF01112,TRIP_DRV003_01,DRV003,2024-02-06 07:07:02,2024-02-06 07:07:07,5,2,2222,49.77,48.8,1.02,15.81,0.937,0.387,0.3578,1668.6,0.00539,131.4,8.2,4.18,True
