sensor_id,trip_id,driver_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,speed_kmh,gps_lat,gps_lon,sample_rate_hz,phone_orientation,event_label_gt
ACC03071,TRIP_DRV003_01,DRV003,2024-02-06 07:47:07,4627.5,0.0538,-0.1243,9.6038,0.356,0.055,-1.082,68.2,28.957867,77.44634,25,LANDSCAPE,NORMAL
ACC03072,TRIP_DRV003_01,DRV003,2024-02-06 07:47:08,4629.0,-0.1653,-0.2554,9.796,0.151,0.679,-1.233,48.2,28.958064,77.446397,25,FLAT,NORMAL
ACC03073,TRIP_DRV003_01,DRV003,2024-02-06 07:47:10,4630.5,-0.8242,0.2593,9.6594,-0.984,0.331,41.338,35.3,28.958217,77.446463,25,PORTRAIT,AGGRESSIVE_LEFT_TURN
ACC03074,TRIP_DRV003_01,DRV003,2024-02-06 07:47:11,4632.0,1.461,0.316,9.6955,0.533,0.356,-65.663,54.6,28.958429,77.446521,25,PORTRAIT,AGGRESSIVE_RIGHT_TURN
ACC03075,TRIP_DRV003_01,DRV003,2024-02-06 07:47:13,4633.5,0.8399,-0.3492,9.9825,1.174,0.074,-50.262,46.5,28.958606,77.446593,25,LANDSCAPE,AGG_RIGHT_LANE_CHANGE
ACC03076,TRIP_DRV003_01,DRV003,2024-02-06 07:47:14,4635.0,1.048,0.0818,9.8048,1.058,-0.288,-55.615,69.2,28.958769,77.446639,25,PORTRAIT,AGGRESSIVE_RIGHT_TURN
ACC03077,TRIP_DRV003_01,DRV003,2024-02-06 07:47:16,4636.5,-0.2532,0.1915,9.7148,-0.674,0.198,1.311,58.4,28.958956,77.446719,25,FLAT,NORMAL
ACC03078,TRIP_DRV003_01,DRV003,2024-02-06 07:47:17,4638.0,-0.2791,0.0274,9.6217,0.201,0.09,1.919,40.3,28.959112,77.446775,25,PORTRAIT,NORMAL
ACC03079,TRIP_DRV003_01,DRV003,2024-02-06 07:47:19,4639.5,0.2433,0.2197,9.8835,-0.083,0.771,0.138,70.8,28.959326,77.446832,25,LANDSCAPE,NORMAL
ACC03080,TRIP_DRV003_01,DRV003,2024-02-06 07:47:20,4641.0,-0.124,0.2522,9.8298,0.312,0.229,-1.042,76.3,28.959477,77.44687,25,FLAT,NORMAL
ACC03081,TRIP_DRV003_01,DRV003,2024-02-06 07:47:22,4642.5,-0.9336,0.2035,9.7006,-0.923,0.306,65.423,35.3,28.959652,77.446915,25,LANDSCAPE,AGG_LEFT_LANE_CHANGE
ACC03082,TRIP_DRV003_01,DRV003,2024-02-06 07:47:23,4644.0,0.2653,0.2163,9.9349,-0.404,-0.979,-1.945,79.5,28.959857,77.44698,25,FLAT,NORMAL
ACC03083,TRIP_DRV003_01,DRV003,2024-02-06 07:47:25,4645.5,0.2251,0.2479,9.7361,0.202,0.125,0.516,67.0,28.960016,77.447047,25,PORTRAIT,NORMAL
ACC03084,TRIP_DRV003_01,DRV003,2024-02-06 07:47:26,4647.0,1.4323,0.4602,9.6517,0.745,-0.569,-84.915,37.0,28.960225,77.447104,25,PORTRAIT,AGGRESSIVE_RIGHT_TURN
ACC03085,TRIP_DRV003_01,DRV003,2024-02-06 07:47:28,4648.5,-0.005,0.2892,9.784,0.303,-0.961,0.344,47.7,28.960403,77.447173,25,PORTRAIT,NORMAL
ACC03086,TRIP_DRV003_01,DRV003,2024-02-06 07:47:29,4650.0,0.0193,0.2185,9.6971,-0.726,0.086,0.611,33.7,28.960557,77.447224,25,LANDSCAPE,NORMAL
ACC03087,TRIP_DRV003_01,DRV003,2024-02-06 07:47:31,4651.5,0.1218,-1.9719,9.8858,-0.102,-1.739,-0.338,77.7,28.960759,77.447272,25,FLAT,AGGRESSIVE_BRAKING
ACC03088,TRIP_DRV003_01,DRV003,2024-02-06 07:47:32,4653.0,0.0381,1.8305,9.8292,-0.092,0.749,1.6,63.1,28.960907,77.447337,25,LANDSCAPE,AGGRESSIVE_ACCEL
ACC03089,TRIP_DRV003_01,DRV003,2024-02-06 07:47:34,4654.5,-1.399,0.3768,9.6878,-1.22,0.537,59.908,41.7,28.961124,77.447393,25,FLAT,AGGRESSIVE_LEFT_TURN
ACC03090,TRIP_DRV003_01,DRV003,2024-02-06 07:47:35,4656.0,-0.2207,-0.034,9.8283,-0.909,-0.377,-0.802,43.1,28.961302,77.447453,25,FLAT,NORMAL
ACC03091,TRIP_DRV003_01,DRV003,2024-02-06 07:47:37,4657.5,-0.2138,-0.0839,9.99,0.852,-0.109,-0.18,63.1,28.961453,77.447496,25,LANDSCAPE,NORMAL
ACC03092,TRIP_DRV003_01,DRV003,2024-02-06 07:47:38,4659.0,1.1861,-0.0075,9.9066,0.862,0.478,-70.588,60.9,28.961636,77.447551,25,FLAT,AGGRESSIVE_RIGHT_TURN
ACC03093,TRIP_DRV003_01,DRV003,2024-02-06 07:47:40,4660.5,0.0297,-0.2742,9.719,-0.484,0.795,1.221,55.8,28.961811,77.447598,25,PORTRAIT,NORMAL
ACC03094,TRIP_DRV003_01,DRV003,2024-02-06 07:47:41,4662.0,0.1405,0.0009,9.6346,0.731,0.844,-1.713,56.2,28.961986,77.44767,25,FLAT,NORMAL
ACC03095,TRIP_DRV003_01,DRV003,2024-02-06 07:47:43,4663.5,0.9906,0.0255,9.6463,1.022,-0.361,-46.958,46.9,28.96219,77.447734,25,PORTRAIT,AGGRESSIVE_RIGHT_TURN
ACC03096,TRIP_DRV003_01,DRV003,2024-02-06 07:47:44,4665.0,0.1535,-2.0364,9.9959,-0.218,-1.167,-1.612,78.6,28.962352,77.447788,25,LANDSCAPE,AGGRESSIVE_BRAKING
ACC03097,TRIP_DRV003_01,DRV003,2024-02-06 07:47:46,4666.5,0.1014,-0.0843,9.8977,0.325,0.219,1.658,69.9,28.962536,77.447837,25,LANDSCAPE,NORMAL
ACC03098,TRIP_DRV003_01,DRV003,2024-02-06 07:47:47,4668.0,-0.1686,0.0007,9.9571,-0.591,0.511,0.707,72.3,28.962726,77.447891,25,PORTRAIT,NORMAL
ACC03099,TRIP_DRV003_01,DRV003,2024-02-06 07:47:49,4669.5,0.1335,-0.0052,9.6816,-0.288,0.959,1.132,71.6,28.962911,77.447945,25,LANDSCAPE,NORMAL
ACC03100,TRIP_DRV003_01,DRV003,2024-02-06 07:47:50,4671.0,0.0971,0.072,9.7594,0.17,-0.062,1.003,57.0,28.963077,77.448025,25,FLAT,NORMAL
ACC03101,TRIP_DRV003_01,DRV003,2024-02-06 07:47:52,4672.5,1.3405,0.0216,9.8819,0.526,0.023,-43.808,39.6,28.963265,77.448077,25,PORTRAIT,AGGRESSIVE_RIGHT_TURN
ACC03102,TRIP_DRV003_01,DRV003,2024-02-06 07:47:53,4674.0,-0.1032,-2.2364,9.6911,0.15,-1.227,-0.444,47.1,28.963443,77.448139,25,PORTRAIT,AGGRESSIVE_BRAKING
ACC03103,TRIP_DRV003_01,DRV003,2024-02-06 07:47:55,4675.5,-0.1288,0.027,9.692,0.272,-0.722,-0.613,63.6,28.963641,77.448187,25,FLAT,NORMAL
ACC03104,TRIP_DRV003_01,DRV003,2024-02-06 07:47:56,4677.0,0.4343,0.4078,12.1424,-1.532,-1.008,-0.165,75.0,28.963782,77.448229,25,FLAT,SPEED_BUMP
ACC03105,TRIP_DRV003_01,DRV003,2024-02-06 07:47:58,4678.5,0.8257,0.4209,9.6393,0.857,0.481,-40.356,34.1,28.964001,77.448303,25,FLAT,AGG_RIGHT_LANE_CHANGE
ACC03106,TRIP_DRV003_01,DRV003,2024-02-06 07:47:59,4680.0,-0.1625,2.0885,9.6322,-0.301,1.463,-0.874,51.8,28.96418,77.448333,25,PORTRAIT,AGGRESSIVE_ACCEL
ACC03107,TRIP_DRV003_01,DRV003,2024-02-06 07:48:01,4681.5,-0.0263,0.0957,9.9385,-0.632,0.081,-0.942,74.8,28.96434,77.448409,25,LANDSCAPE,NORMAL
ACC03108,TRIP_DRV003_01,DRV003,2024-02-06 07:48:02,4683.0,-0.0777,0.2286,9.9443,-0.153,0.115,1.509,67.9,28.964532,77.448463,25,LANDSCAPE,NORMAL
ACC03109,TRIP_DRV003_01,DRV003,2024-02-06 07:48:04,4684.5,-0.0564,-0.0327,9.8557,0.991,0.891,0.611,33.9,28.9647,77.448536,25,FLAT,NORMAL
ACC03110,TRIP_DRV003_01,DRV003,2024-02-06 07:48:05,4686.0,-0.105,1.5317,9.7005,-0.205,1.133,-1.461,70.1,28.964865,77.448574,25,LANDSCAPE,AGGRESSIVE_ACCEL
ACC03111,TRIP_DRV003_01,DRV003,2024-02-06 07:48:07,4687.5,0.0795,0.095,9.8055,-0.367,-0.649,-1.592,35.2,28.965074,77.448619,25,LANDSCAPE,NORMAL
ACC03112,TRIP_DRV003_01,DRV003,2024-02-06 07:48:08,4689.0,0.1014,2.0927,9.7673,-0.057,1.268,1.315,72.5,28.965232,77.448692,25,LANDSCAPE,AGGRESSIVE_ACCEL
ACC03113,TRIP_DRV003_01,DRV003,2024-02-06 07:48:10,4690.5,0.1275,-1.6444,9.6372,0.056,-1.741,0.786,63.1,28.965404,77.448736,25,FLAT,AGGRESSIVE_BRAKING
ACC03114,TRIP_DRV003_01,DRV003,2024-02-06 07:48:11,4692.0,-0.265,-0.0349,9.7616,0.13,-0.941,1.788,75.4,28.965608,77.448783,25,LANDSCAPE,NORMAL
ACC03115,TRIP_DRV003_01,DRV003,2024-02-06 07:48:13,4693.5,0.0278,-0.1363,9.6012,0.366,-0.328,-1.339,45.3,28.965776,77.448855,25,LANDSCAPE,NORMAL
ACC03116,TRIP_DRV003_01,DRV003,2024-02-06 07:48:14,4695.0,0.1846,0.0689,10.9723,1.201,0.9,3.957,77.0,28.96595,77.448923,25,FLAT,SPEED_BUMP
ACC03117,TRIP_DRV003_01,DRV003,2024-02-06 07:48:16,4696.5,0.0656,1.5567,9.6315,0.056,1.04,-1.498,61.3,28.966119,77.448983,25,FLAT,AGGRESSIVE_ACCEL
ACC03118,TRIP_DRV003_01,DRV003,2024-02-06 07:48:17,4698.0,0.0351,1.5617,9.6932,-0.487,0.723,0.814,44.5,28.966328,77.449018,25,FLAT,AGGRESSIVE_ACCEL
ACC03119,TRIP_DRV003_01,DRV003,2024-02-06 07:48:19,4699.5,-1.359,0.169,9.9096,-0.615,-0.098,57.577,56.5,28.966506,77.449104,25,FLAT,AGGRESSIVE_LEFT_TURN
ACC03120,TRIP_DRV003_01,DRV003,2024-02-06 07:48:20,4701.0,0.017,-0.2202,9.8794,0.114,-0.5,-0.365,32.0,28.966662,77.44916,25,FLAT,NORMAL
ACC03121,TRIP_DRV003_01,DRV003,2024-02-06 07:48:22,4702.5,-0.3526,-0.2368,12.5219,1.369,1.16,-3.215,38.9,28.966863,77.449199,25,PORTRAIT,POTHOLE
ACC03122,TRIP_DRV003_01,DRV003,2024-02-06 07:48:23,4704.0,0.1362,1.781,9.9973,-0.123,1.489,0.78,53.6,28.967038,77.44926,25,LANDSCAPE,AGGRESSIVE_ACCEL
ACC03123,TRIP_DRV003_01,DRV003,2024-02-06 07:48:25,4705.5,0.115,0.095,9.6662,-0.419,-0.219,1.988,48.4,28.967231,77.449301,25,FLAT,NORMAL
ACC03124,TRIP_DRV003_01,DRV003,2024-02-06 07:48:26,4707.0,0.2069,-0.0478,9.8322,0.705,0.668,1.917,31.5,28.967398,77.449375,25,FLAT,NORMAL
ACC03125,TRIP_DRV003_01,DRV003,2024-02-06 07:48:28,4708.5,0.0305,1.6807,9.9984,-0.372,0.95,-1.731,38.5,28.967576,77.449426,25,LANDSCAPE,AGGRESSIVE_ACCEL
ACC03126,TRIP_DRV003_01,DRV003,2024-02-06 07:48:29,4710.0,-0.2143,-0.0887,9.859,0.519,-0.731,1.014,69.1,28.967738,77.449477,25,LANDSCAPE,NORMAL
ACC03127,TRIP_DRV003_01,DRV003,2024-02-06 07:48:31,4711.5,-1.3692,-0.2489,9.743,-0.74,0.751,87.188,56.4,28.967921,77.449522,25,FLAT,AGG_LEFT_LANE_CHANGE
ACC03128,TRIP_DRV003_01,DRV003,2024-02-06 07:48:32,4713.0,0.094,-0.0231,9.824,-0.466,0.292,1.531,74.5,28.968124,77.449594,25,LANDSCAPE,NORMAL
ACC03129,TRIP_DRV003_01,DRV003,2024-02-06 07:48:34,4714.5,0.0426,-0.0808,9.7917,0.637,0.669,0.337,45.4,28.968305,77.449642,25,FLAT,NORMAL
ACC03130,TRIP_DRV003_01,DRV003,2024-02-06 07:48:35,4716.0,-0.1493,-0.0299,9.6514,0.251,-0.015,-0.995,51.8,28.96846,77.449697,25,FLAT,NORMAL
ACC03131,TRIP_DRV003_01,DRV003,2024-02-06 07:48:37,4717.5,0.216,-0.2001,9.7424,-0.494,-0.938,1.675,34.5,28.968669,77.449781,25,PORTRAIT,NORMAL
ACC03132,TRIP_DRV003_01,DRV003,2024-02-06 07:48:38,4719.0,-0.0064,0.2184,9.73,0.751,0.679,0.119,42.6,28.968842,77.449837,25,FLAT,NORMAL
ACC03133,TRIP_DRV003_01,DRV003,2024-02-06 07:48:40,4720.5,0.2197,0.1967,9.7622,-0.957,0.087,-1.209,67.0,28.968996,77.449875,25,LANDSCAPE,NORMAL
ACC03134,TRIP_DRV003_01,DRV003,2024-02-06 07:48:41,4722.0,1.3648,-0.4893,9.7615,0.588,0.727,-82.235,69.1,28.969174,77.449953,25,PORTRAIT,AGGRESSIVE_RIGHT_TURN
ACC03135,TRIP_DRV003_01,DRV003,2024-02-06 07:48:43,4723.5,-0.2516,0.2611,9.6827,-0.077,0.433,-0.737,44.2,28.969369,77.450007,25,LANDSCAPE,NORMAL
ACC03136,TRIP_DRV003_01,DRV003,2024-02-06 07:48:44,4725.0,-0.1384,-0.2836,9.6269,-0.03,0.439,-1.923,57.8,28.969549,77.450071,25,LANDSCAPE,NORMAL
ACC03137,TRIP_DRV003_01,DRV003,2024-02-06 07:48:46,4726.5,0.0032,0.1942,9.6679,0.765,0.183,0.378,53.8,28.96973,77.45011,25,LANDSCAPE,NORMAL
ACC03138,TRIP_DRV003_01,DRV003,2024-02-06 07:48:47,4728.0,0.968,-0.1475,9.731,0.58,0.642,-50.884,38.6,28.969922,77.450177,25,LANDSCAPE,AGG_RIGHT_LANE_CHANGE
ACC03139,TRIP_DRV003_01,DRV003,2024-02-06 07:48:49,4729.5,-0.4699,0.0348,12.6556,0.028,-1.541,-1.614,48.1,28.970089,77.450223,25,FLAT,SPEED_BUMP
ACC03140,TRIP_DRV003_01,DRV003,2024-02-06 07:48:50,4731.0,-0.2777,-0.0078,9.9079,0.446,0.278,-1.82,54.9,28.970283,77.450296,25,PORTRAIT,NORMAL
ACC03141,TRIP_DRV003_01,DRV003,2024-02-06 07:48:52,4732.5,-0.0383,1.978,9.7253,-0.303,0.918,1.136,34.5,28.970463,77.45035,25,PORTRAIT,AGGRESSIVE_ACCEL
ACC03142,TRIP_DRV003_01,DRV003,2024-02-06 07:48:53,4734.0,-1.0803,0.1792,9.6201,-0.531,0.638,40.052,55.5,28.97063,77.450392,25,PORTRAIT,AGGRESSIVE_LEFT_TURN
ACC03143,TRIP_DRV003_01,DRV003,2024-02-06 07:48:55,4735.5,0.1579,-0.0624,9.9946,-0.038,0.266,1.673,42.5,28.970819,77.450438,25,FLAT,NORMAL
ACC03144,TRIP_DRV003_01,DRV003,2024-02-06 07:48:56,4737.0,0.1781,1.8604,9.7793,0.423,1.135,-0.355,49.1,28.971001,77.450523,25,PORTRAIT,AGGRESSIVE_ACCEL
ACC03145,TRIP_DRV003_01,DRV003,2024-02-06 07:48:58,4738.5,-0.2306,-0.2528,9.685,0.062,0.735,-1.23,63.9,28.971187,77.450552,25,PORTRAIT,NORMAL
ACC03146,TRIP_DRV003_01,DRV003,2024-02-06 07:48:59,4740.0,0.0054,0.0086,9.8211,0.121,0.84,1.759,48.0,28.97136,77.450602,25,LANDSCAPE,NORMAL
ACC03147,TRIP_DRV003_01,DRV003,2024-02-06 07:49:01,4741.5,-1.3753,-0.3613,9.999,-1.125,0.502,84.807,51.4,28.971519,77.45068,25,FLAT,AGG_LEFT_LANE_CHANGE
ACC03148,TRIP_DRV003_01,DRV003,2024-02-06 07:49:02,4743.0,-0.2023,0.046,9.6293,-0.297,-0.584,-0.015,59.2,28.9717,77.450728,25,FLAT,NORMAL
ACC03149,TRIP_DRV003_01,DRV003,2024-02-06 07:49:04,4744.5,-0.1153,-1.7705,9.6944,-0.007,-1.199,-0.242,33.3,28.97187,77.450773,25,PORTRAIT,AGGRESSIVE_BRAKING
ACC03150,TRIP_DRV003_01,DRV003,2024-02-06 07:49:05,4746.0,-0.0106,0.0715,9.6729,-0.156,-0.289,-0.605,74.1,28.972055,77.450857,25,LANDSCAPE,NORMAL
ACC03151,TRIP_DRV003_01,DRV003,2024-02-06 07:49:07,4747.5,-0.085,-0.1892,9.8868,-0.122,0.744,1.914,73.6,28.972243,77.450893,25,LANDSCAPE,NORMAL
ACC03152,TRIP_DRV003_01,DRV003,2024-02-06 07:49:08,4749.0,-0.2206,0.2779,9.6918,-0.628,-0.113,0.782,79.3,28.972423,77.450944,25,PORTRAIT,NORMAL
ACC03153,TRIP_DRV003_01,DRV003,2024-02-06 07:49:10,4750.5,0.1187,0.2375,9.7219,0.112,-0.618,-1.642,75.1,28.972623,77.451011,25,PORTRAIT,NORMAL
ACC03154,TRIP_DRV003_01,DRV003,2024-02-06 07:49:11,4752.0,-0.2748,0.1594,9.7648,0.253,0.085,1.161,49.6,28.972803,77.451092,25,PORTRAIT,NORMAL
ACC03155,TRIP_DRV003_01,DRV003,2024-02-06 07:49:13,4753.5,0.0819,-0.2326,9.7881,-0.737,-0.278,-1.741,34.3,28.972954,77.451144,25,LANDSCAPE,NORMAL
ACC03156,TRIP_DRV003_01,DRV003,2024-02-06 07:49:14,4755.0,0.2195,-0.0529,9.9847,-0.249,-0.328,0.621,72.1,28.973144,77.451172,25,FLAT,NORMAL
ACC03157,TRIP_DRV003_01,DRV003,2024-02-06 07:49:16,4756.5,-1.3835,0.2637,9.752,-1.259,-0.033,64.718,48.0,28.973322,77.45125,25,LANDSCAPE,AGG_LEFT_LANE_CHANGE
ACC03158,TRIP_DRV003_01,DRV003,2024-02-06 07:49:17,4758.0,-0.1047,1.9148,9.6409,-0.398,1.398,1.414,74.0,28.973485,77.451303,25,LANDSCAPE,AGGRESSIVE_ACCEL
ACC03159,TRIP_DRV003_01,DRV003,2024-02-06 07:49:19,4759.5,-0.0555,-0.1329,9.7756,0.996,0.935,0.076,50.3,28.973686,77.451342,25,PORTRAIT,NORMAL
ACC03160,TRIP_DRV003_01,DRV003,2024-02-06 07:49:20,4761.0,-0.978,0.3671,9.8395,-1.199,-0.206,43.24,62.7,28.973875,77.45141,25,FLAT,AGGRESSIVE_LEFT_TURN
ACC03161,TRIP_DRV003_01,DRV003,2024-02-06 07:49:22,4762.5,0.2934,0.2414,9.8955,-0.447,-0.839,1.77,59.6,28.974034,77.451455,25,FLAT,NORMAL
ACC03162,TRIP_DRV003_01,DRV003,2024-02-06 07:49:23,4764.0,0.1109,0.174,9.6214,-0.818,-0.735,-0.732,56.9,28.97423,77.45151,25,LANDSCAPE,NORMAL
ACC03163,TRIP_DRV003_01,DRV003,2024-02-06 07:49:25,4765.5,0.0137,-0.0432,9.7269,0.85,0.684,-0.448,41.1,28.974395,77.451598,25,PORTRAIT,NORMAL
ACC03164,TRIP_DRV003_01,DRV003,2024-02-06 07:49:26,4767.0,1.0272,-0.3584,9.6601,1.345,-0.176,-43.465,73.9,28.97456,77.451649,25,FLAT,AGG_RIGHT_LANE_CHANGE
ACC03165,TRIP_DRV003_01,DRV003,2024-02-06 07:49:28,4768.5,0.2148,0.2245,9.6269,0.59,-0.094,1.477,73.3,28.974766,77.451694,25,FLAT,NORMAL
ACC03166,TRIP_DRV003_01,DRV003,2024-02-06 07:49:29,4770.0,0.12,0.2577,9.7761,-0.341,0.417,0.259,66.0,28.974933,77.451762,25,FLAT,NORMAL
ACC03167,TRIP_DRV003_01,DRV003,2024-02-06 07:49:31,4771.5,-0.2858,-0.2868,9.8847,0.377,0.188,0.642,36.0,28.975128,77.451818,25,LANDSCAPE,NORMAL
ACC03168,TRIP_DRV003_01,DRV003,2024-02-06 07:49:32,4773.0,1.4031,-0.3919,9.7055,0.565,0.74,-82.466,44.2,28.975306,77.45188,25,PORTRAIT,AGGRESSIVE_RIGHT_TURN
ACC03169,TRIP_DRV003_01,DRV003,2024-02-06 07:49:34,4774.5,-1.2105,-0.3789,9.7519,-0.734,-0.07,74.666,60.2,28.975481,77.451938,25,LANDSCAPE,AGGRESSIVE_LEFT_TURN
ACC03170,TRIP_DRV003_01,DRV003,2024-02-06 07:49:35,4776.0,-0.2642,-0.2936,9.8738,0.908,-0.453,0.9,34.0,28.975668,77.451967,25,PORTRAIT,NORMAL
ACC03171,TRIP_DRV003_01,DRV003,2024-02-06 07:49:37,4777.5,0.2502,0.2567,9.7358,0.298,0.394,0.449,56.6,28.975841,77.45202,25,FLAT,NORMAL
ACC03172,TRIP_DRV003_01,DRV003,2024-02-06 07:49:38,4779.0,-0.1292,0.182,9.8157,0.056,-0.521,0.746,38.3,28.976006,77.452106,25,PORTRAIT,NORMAL
ACC03173,TRIP_DRV003_01,DRV003,2024-02-06 07:49:40,4780.5,0.253,0.0886,9.8583,-0.304,-0.722,-0.129,76.0,28.976177,77.452151,25,LANDSCAPE,NORMAL
ACC03174,TRIP_DRV003_01,DRV003,2024-02-06 07:49:41,4782.0,0.044,0.0005,9.8015,0.333,-0.784,0.896,44.5,28.976359,77.452194,25,FLAT,NORMAL
ACC03175,TRIP_DRV003_01,DRV003,2024-02-06 07:49:43,4783.5,-0.1564,2.1788,9.6986,-0.392,1.229,1.601,51.3,28.976547,77.452256,25,PORTRAIT,AGGRESSIVE_ACCEL
ACC03176,TRIP_DRV003_01,DRV003,2024-02-06 07:49:44,4785.0,0.9088,0.375,9.74,1.436,-0.453,-70.891,63.2,28.976752,77.45234,25,FLAT,AGG_RIGHT_LANE_CHANGE
ACC03177,TRIP_DRV003_01,DRV003,2024-02-06 07:49:46,4786.5,-0.1157,-0.0755,9.7836,0.904,0.518,-0.298,42.9,28.976905,77.452394,25,LANDSCAPE,NORMAL
ACC03178,TRIP_DRV003_01,DRV003,2024-02-06 07:49:47,4788.0,-0.1212,-2.1396,9.8381,0.497,-1.091,-0.611,37.2,28.977111,77.452429,25,FLAT,AGGRESSIVE_BRAKING
ACC03179,TRIP_DRV003_01,DRV003,2024-02-06 07:49:49,4789.5,-0.1488,-0.1639,9.8852,0.289,-0.969,-0.95,76.8,28.977271,77.452492,25,PORTRAIT,NORMAL
ACC03180,TRIP_DRV003_01,DRV003,2024-02-06 07:49:50,4791.0,0.0566,-0.2712,9.957,-0.347,-0.101,1.908,47.7,28.977471,77.452562,25,LANDSCAPE,NORMAL
ACC03181,TRIP_DRV003_01,DRV003,2024-02-06 07:49:52,4792.5,-0.0372,-0.0227,9.7259,0.964,0.924,-1.374,76.7,28.977628,77.452621,25,PORTRAIT,NORMAL
ACC03182,TRIP_DRV003_01,DRV003,2024-02-06 07:49:53,4794.0,-0.1995,0.0973,9.79,-0.096,-0.06,-1.172,63.9,28.977818,77.452659,25,LANDSCAPE,NORMAL
ACC03183,TRIP_DRV003_01,DRV003,2024-02-06 07:49:55,4795.5,0.0865,-0.0385,9.7067,-0.262,-0.925,-0.719,73.6,28.978007,77.452739,25,PORTRAIT,NORMAL
ACC03184,TRIP_DRV003_01,DRV003,2024-02-06 07:49:56,4797.0,-0.2918,0.0825,9.6442,-0.317,-0.183,-1.764,56.2,28.978166,77.452768,25,LANDSCAPE,NORMAL
ACC03185,TRIP_DRV003_01,DRV003,2024-02-06 07:49:58,4798.5,0.1484,-0.1218,9.7818,-0.471,-0.587,-0.596,74.8,28.978364,77.452816,25,FLAT,NORMAL
ACC03186,TRIP_DRV003_01,DRV003,2024-02-06 07:50:00,4800,0.0698,-0.2122,9.6764,0.879,-0.31,1.674,72.2,28.978532,77.452891,25,PORTRAIT,NORMAL
ACC03187,TRIP_DRV003_02,DRV003,2024-02-06 08:14:00,0.0,0.2292,0.0726,9.7598,0.071,0.658,-0.06,0,28.652992,77.189289,25,LANDSCAPE,NORMAL
ACC03188,TRIP_DRV003_02,DRV003,2024-02-06 08:14:01,1.5,-1.2037,-0.2748,9.6882,-0.59,0.096,57.574,65.4,28.653054,77.189304,25,LANDSCAPE,AGG_LEFT_LANE_CHANGE
ACC03189,TRIP_DRV003_02,DRV003,2024-02-06 08:14:03,3.0,-1.4588,-0.1886,9.8926,-1.225,0.728,58.417,33.4,28.653064,77.189297,25,PORTRAIT,AGG_LEFT_LANE_CHANGE
ACC03190,TRIP_DRV003_02,DRV003,2024-02-06 08:14:04,4.5,0.1461,0.2452,9.6883,-0.591,-0.519,-0.128,36.6,28.653112,77.189322,25,LANDSCAPE,NORMAL
ACC03191,TRIP_DRV003_02,DRV003,2024-02-06 08:14:06,6.0,0.2141,-0.1521,9.8186,0.345,-0.414,-1.37,73.2,28.653126,77.18937,25,LANDSCAPE,NORMAL
ACC03192,TRIP_DRV003_02,DRV003,2024-02-06 08:14:07,7.5,0.0739,0.1386,9.977,-0.196,-0.968,-1.323,41.6,28.653163,77.189397,25,LANDSCAPE,NORMAL
ACC03193,TRIP_DRV003_02,DRV003,2024-02-06 08:14:09,9.0,0.0493,-0.2842,9.9221,0.748,0.837,0.096,44.0,28.653194,77.189404,25,FLAT,NORMAL
ACC03194,TRIP_DRV003_02,DRV003,2024-02-06 08:14:10,10.5,0.0313,0.0964,9.668,0.391,0.158,-0.297,73.6,28.653193,77.189444,25,FLAT,NORMAL
ACC03195,TRIP_DRV003_02,DRV003,2024-02-06 08:14:12,12.0,0.2231,0.1445,9.6781,0.652,0.68,-1.01,57.8,28.653233,77.189445,25,LANDSCAPE,NORMAL
ACC03196,TRIP_DRV003_02,DRV003,2024-02-06 08:14:13,13.5,-0.2099,0.0174,9.8414,-0.397,0.609,-1.454,59.1,28.653272,77.189467,25,PORTRAIT,NORMAL
ACC03197,TRIP_DRV003_02,DRV003,2024-02-06 08:14:15,15.0,-0.1138,0.0142,9.8736,0.058,-0.605,-0.144,47.3,28.653317,77.189506,25,LANDSCAPE,NORMAL
ACC03198,TRIP_DRV003_02,DRV003,2024-02-06 08:14:16,16.5,0.2751,0.1116,9.6773,0.51,-0.387,0.054,57.6,28.65334,77.189503,25,PORTRAIT,NORMAL
ACC03199,TRIP_DRV003_02,DRV003,2024-02-06 08:14:18,18.0,0.1676,-0.042,9.8723,-0.684,-0.224,-1.684,61.4,28.653364,77.189535,25,FLAT,NORMAL
ACC03200,TRIP_DRV003_02,DRV003,2024-02-06 08:14:19,19.5,0.1674,-0.1055,9.9595,-0.16,0.374,-1.554,39.3,28.653367,77.189536,25,LANDSCAPE,NORMAL
ACC03201,TRIP_DRV003_02,DRV003,2024-02-06 08:14:21,21.0,-0.1897,0.2424,9.6473,-0.08,0.295,0.665,32.9,28.653416,77.189585,25,PORTRAIT,NORMAL
ACC03202,TRIP_DRV003_02,DRV003,2024-02-06 08:14:22,22.5,-0.077,-0.2814,9.7544,-0.374,-0.716,-0.94,68.8,28.653362,77.189694,25,FLAT,NORMAL
ACC03203,TRIP_DRV003_02,DRV003,2024-02-06 08:14:24,24.0,0.0365,0.0039,9.9933,0.638,0.988,0.512,45.8,28.653288,77.189824,25,FLAT,NORMAL
ACC03204,TRIP_DRV003_02,DRV003,2024-02-06 08:14:25,25.5,0.024,-0.0019,9.7845,-0.71,-0.013,0.362,73.1,28.653235,77.189929,25,LANDSCAPE,NORMAL
